District Name,District Code,Locale,Teacher % Retained,Year,Retention Category,Total Expenditures per Pupil,Adjusted Total Expenditures per Pupil,Adjusted Expenditures Category,Average Salary,Adjusted Average Salary,Adjusted Salary Category,Average Class Size,Class Size Category
saugus,2620000,Suburban,89.5,2020,medium,16671.94,13991.597337937800,medium,78350.0,65753.69461666910,medium,17.4,medium
savoy,2630000,Rural,77.8,2020,low,16901.05,14183.873393759500,medium,45007.0,37771.23846346430,low,8.1,small
scituate,2640000,Suburban,90.7,2020,high,16488.58,13837.71606869840,medium,89590.0,75186.6432764184,high,19.2,large
seekonk,2650000,Suburban,95.2,2020,high,17023.56,14286.687498768900,medium,82640.0,69353.99263716060,medium,17.3,medium
sharon,2660000,Suburban,82.6,2020,low,17707.95,14861.048329128800,high,94777.0,79539.73088301270,high,18.3,medium
shawsheen valley regional vocational technical,8710000,Suburban,91.5,2020,high,23942.35,20093.145760120100,high,99469.0,83477.39948724260,high,15.1,small
sherborn,2690000,Rural,79.4,2020,low,21731.34,18237.59915725600,high,98593.0,82742.23373760370,high,19.8,large
shrewsbury,2710000,Suburban,89.9,2020,medium,14377.55,12066.07571200880,medium,82305.0,69072.85048404530,medium,20.5,large
shutesbury,2720000,Rural,88.2,2020,medium,21623.14,18146.794437951300,high,64393.0,54040.55721060840,low,15.8,small
silver lake,7600000,Suburban,90.2,2020,medium,17373.49,14580.359360379800,high,90720.0,76134.97352424020,high,17.6,medium
somerset,2730000,Suburban,84.2,2020,low,16081.54,13496.115764208700,medium,79515.0,66731.39792526410,medium,21.5,large
somerset berkley regional school district,7630000,Suburban,88.0,2020,medium,15930.58,13369.42555694210,medium,79473.0,66696.15025233620,medium,15.2,small
somerville,2740000,Suburban,90.6,2020,high,20971.74,17600.11981544590,high,89167.0,74831.64885621610,high,15.8,small
south hadley,2780000,Suburban,88.1,2020,medium,15080.22,12655.77767239550,medium,71955.0,60386.816798244100,low,16.5,small
south middlesex regional vocational technical,8290000,Urban,91.5,2020,high,25474.63,21379.081576166400,high,86290.0,72417.18326065570,high,13.9,small
south shore regional vocational technical,8730000,Suburban,87.5,2020,medium,21388.43,17949.818692405900,high,84445.0,70868.803342752,high,15.6,small
southampton,2750000,Suburban,97.6,2020,high,13180.5,11061.475072048600,low,75001.0,62943.11231582380,low,17.7,medium
southborough,2760000,Suburban,88.7,2020,medium,20682.05,17357.003187577300,high,100869.0,84652.3219181722,high,15.2,small
southbridge,2770000,Rural,77.8,2020,low,18028.04,15129.677558354700,high,69792.0,58571.56164245780,low,17.8,medium
southeastern regional vocational technical,8720000,Suburban,84.7,2020,low,21589.72,18118.747361064400,high,85674.0,71900.21739104670,high,15.5,small
southern berkshire,7650000,Rural,87.5,2020,medium,22695.4,19046.66752780030,high,73965.0,62073.66971693590,low,12.8,small
southern worcester county regional vocational technical,8760000,Rural,92.9,2020,high,18772.65,15754.57683785080,high,79789.0,66961.34702960320,medium,14.0,small
southwick-tolland-granville regional school district,7660000,Suburban,86.8,2020,medium,15953.44,13388.610361778600,medium,67810.0,56908.207172384500,low,16.2,small
spencer-e brookfield,7670000,Suburban,84.3,2020,low,16747.39,14054.917264661900,medium,68084.0,57138.15627672360,low,16.4,small
springfield,2810000,Urban,86.2,2020,medium,16932.13,14209.956671726100,medium,70854.0,59462.824229348700,low,16.7,small
stoneham,2840000,Suburban,91.3,2020,high,17865.4,14993.185141093000,high,78626.0,65985.32218162380,medium,17.3,medium
stoughton,2850000,Suburban,89.6,2020,medium,17091.11,14343.377506061200,medium,87196.0,73177.52591952870,high,16.6,small
sturbridge,2870000,Suburban,95.7,2020,high,16751.1,14058.03080910380,medium,82814.0,69500.01871071900,medium,22.6,large
sudbury,2880000,Rural,89.1,2020,medium,17800.5,14938.71909411640,high,100633.0,84454.26356552980,high,20.0,large
sunderland,2890000,Suburban,96.0,2020,high,16268.04,13652.63221661460,medium,66773.0,56037.92534318880,low,15.5,small
sutton,2900000,Rural,90.6,2020,high,15818.74,13275.566039317000,medium,80456.0,67521.11364491040,medium,19.3,large
swampscott,2910000,Suburban,91.5,2020,high,17320.66,14536.022823218300,high,81317.0,68243.69093993210,medium,17.4,medium
swansea,2920000,Suburban,91.9,2020,high,14049.63,11790.875309472800,low,74792.0,62767.71318149220,low,18.7,medium
tantasqua,7700000,Rural,94.4,2020,high,14722.82,12355.836760385300,medium,82637.0,69351.47494623720,medium,14.7,small
taunton,2930000,Suburban,90.2,2020,medium,14791.34,12413.340821076200,medium,83245.0,69861.72697338380,medium,19.6,large
tewksbury,2950000,Suburban,92.4,2020,high,18519.97,15542.520123674200,high,79769.0,66944.56242344700,medium,19.9,large
tisbury,2960000,Suburban,95.7,2020,high,28383.68,23820.44450309200,high,95913.0,80493.0965126813,high,14.1,small
topsfield,2980000,Rural,93.1,2020,high,17259.15,14484.401766985100,high,86016.0,72187.2341563166,high,16.6,small
tri-county regional vocational technical,8780000,Suburban,90.8,2020,high,20797.47,17453.867149704400,high,92139.0,77325.84133101810,high,15.7,small
triton,7730000,Rural,92.4,2020,high,18636.22,15640.080646956700,high,84033.0,70523.04045593560,high,17.8,medium
truro,3000000,Suburban,83.3,2020,low,30973.69,25994.059392614900,high,84098.0,70577.59042594300,high,13.2,small
tyngsborough,3010000,Suburban,88.8,2020,medium,15894.87,13339.456642650300,medium,83540.0,70109.29991418680,medium,17.9,medium
up-island regional,7740000,Rural,76.2,2020,low,27680.57,23230.37328136990,high,88700.0,74439.72830247030,high,16.7,small
upper cape cod regional vocational technical,8790000,Rural,88.0,2020,medium,24574.76,20623.883399080200,high,76629.0,64309.37925693340,medium,14.1,small
uxbridge,3040000,Suburban,90.8,2020,high,16408.91,13770.854590075400,medium,76704.0,64372.32153001890,medium,17.5,medium
wachusett,7750000,Suburban,90.5,2020,high,13857.27,11629.440967463000,low,83930.0,70436.59973423150,high,18.1,medium
wakefield,3050000,Suburban,91.0,2020,high,16887.65,14172.627707634900,medium,83373.0,69969.14845278300,medium,18.4,medium
wales,3060000,Rural,85.7,2020,low,17318.17,14533.933139751900,high,83029.0,69680.45322689750,medium,18.7,medium
walpole,3070000,Suburban,89.7,2020,medium,16648.97,13972.320217767500,medium,83747.0,70283.02058790280,high,18.8,medium
waltham,3080000,Urban,88.4,2020,medium,21570.68,18102.768416003700,high,85508.0,71760.90515995070,high,16.1,small
ware,3090000,Rural,87.6,2020,medium,14803.67,12423.688530771500,medium,67010.0,56236.82292613900,low,18.5,medium
wareham,3100000,Suburban,92.8,2020,high,18746.28,15732.44633463400,high,79709.0,66894.20860497860,medium,14.3,small
watertown,3140000,Suburban,91.2,2020,high,22879.98,19201.572658015300,high,83861.0,70378.69284299280,high,16.6,small
wayland,3150000,Suburban,88.9,2020,medium,19497.07,16362.532057432300,high,102292.0,85846.54664618140,high,16.8,medium
webster,3160000,Suburban,81.4,2020,low,16162.22,13563.824865442500,medium,73923.0,62038.422044008,low,18.0,medium
wellesley,3170000,Suburban,87.7,2020,medium,21516.36,18057.181425683600,high,101508.0,85188.59008486080,high,17.8,medium
wellfleet,3180000,Suburban,100.0,2020,high,28837.83,24201.580947382500,high,94225.0,79076.47575310330,high,15.8,small
west boylston,3220000,Suburban,90.6,2020,high,17515.63,14699.647556331400,high,81612.0,68491.2638807351,medium,15.5,small
west bridgewater,3230000,Suburban,95.8,2020,high,13388.27,11235.84195310160,low,79590.0,66794.34019834960,medium,19.4,large
west springfield,3320000,Suburban,91.9,2020,high,15190.63,12748.437090680400,medium,72990.0,61255.42016682420,low,17.3,medium
westborough,3210000,Suburban,89.3,2020,medium,16935.67,14212.927547015700,medium,83176.0,69803.82008214510,medium,17.2,medium
westfield,3250000,Suburban,88.8,2020,medium,15685.12,13163.428085587900,medium,73578.0,61748.88758781460,low,16.8,medium
westford,3260000,Suburban,90.2,2020,medium,15743.4,13212.338427926800,medium,88289.0,74094.80464596170,high,17.8,medium
westhampton,3270000,Rural,88.2,2020,medium,18415.6,15454.929656448400,high,65481.0,54953.63978550230,low,15.8,small
weston,3300000,Suburban,87.6,2020,medium,27039.26,22692.16649267030,high,105960.0,88924.84341521700,high,16.3,small
westport,3310000,Rural,92.6,2020,high,16013.16,13438.729195760800,medium,83280.0,69891.10003415700,medium,16.5,small
westwood,3350000,Suburban,86.6,2020,medium,19858.9,16666.190759706100,high,99642.0,83622.58633049320,high,17.2,medium
weymouth,3360000,Suburban,84.7,2020,low,17089.69,14342.18579902420,medium,80324.0,67410.33524427980,medium,18.1,medium
whately,3370000,Rural,94.1,2020,high,19467.25,16337.506209653500,high,66576.0,55872.596972550900,low,15.3,small
whitman-hanson,7800000,Suburban,92.7,2020,high,14198.56,11915.861879214500,low,86197.0,72339.13484202970,high,21.6,large
whittier regional vocational technical,8850000,Suburban,87.1,2020,medium,21052.82,17668.164608802800,high,89567.0,75167.34097933880,high,15.3,small
williamsburg,3400000,Rural,84.2,2020,low,18839.1,15810.343691804600,high,68120.0,57168.368567804700,low,19.0,large
wilmington,3420000,Suburban,86.4,2020,medium,19031.71,15971.98784139130,high,84590.0,70990.491737384,high,17.7,medium
winchendon,3430000,Suburban,83.3,2020,low,14382.64,12070.347394275500,medium,80990.0,67969.26262927920,medium,17.9,medium
winchester,3440000,Suburban,85.6,2020,low,15270.81,12815.726576760400,medium,85916.0,72103.31112553590,high,19.3,large
winthrop,3460000,Suburban,87.5,2020,medium,14509.82,12177.080704822400,medium,75638.0,63477.7020218968,medium,20.5,large
woburn,3470000,Suburban,88.6,2020,medium,18887.37,15850.853338762400,high,84510.0,70923.35331275940,high,16.8,medium
worcester,3480000,Urban,86.7,2020,medium,16067.3,13484.165124625500,medium,86937.0,72960.16526980670,high,15.6,small
worthington,3490000,Rural,88.9,2020,medium,13645.59,11451.792695906500,low,59511.0,49943.434847895200,low,10.6,small
wrentham,3500000,Suburban,90.0,2020,medium,17819.36,14954.54697772160,high,79750.0,66928.61704759870,medium,18.2,medium
state totals,0,,88.4,2020,medium,17572.8,14747.626353028700,high,83586.0,70147.90450834590,medium,17.9,medium
state totals,0,,90.6,2020,high,17572.8,14747.626353028700,high,83586.0,70147.90450834590,medium,17.9,medium
abington,10000,Suburban,89.1,2021,medium,16143.23,13383.273616415400,medium,92005.0,76275.19951572860,high,19.8,large
acton-boxborough,6000000,Suburban,88.5,2021,medium,18915.43,15681.519451940600,high,91268.0,75664.20204773130,high,17.1,medium
acushnet,30000,Suburban,77.5,2021,low,14908.37,12359.53367973810,medium,76566.0,63475.75594936440,medium,15.2,small
agawam,50000,Suburban,80.3,2021,low,19689.66,16323.381825953600,high,85887.0,71203.17440147140,high,13.7,small
amesbury,70000,Suburban,89.9,2021,medium,19883.64,16484.197685983600,high,86626.0,71815.82993586760,high,15.1,small
amherst,80000,Urban,83.8,2021,low,26345.29,21841.12005923300,high,83719.0,69405.83042505600,medium,15.2,small
amherst-pelham,6050000,Urban,77.0,2021,low,24555.36,20357.208664535000,high,84020.0,69655.36941809160,medium,12.8,small
andover,90000,Suburban,89.8,2021,medium,20941.36,17361.08268170970,high,94627.0,78448.92456469590,high,12.3,small
arlington,100000,Suburban,86.8,2021,medium,17933.78,14867.699011697000,high,83466.0,69196.08502559430,medium,15.7,small
ashburnham-westminster,6100000,Suburban,86.1,2021,medium,14920.21,12369.34943281960,medium,74493.0,61757.170126897100,low,17.4,medium
ashland,140000,Suburban,90.1,2021,medium,16151.91,13390.46962458660,medium,84499.0,70052.47632062980,medium,15.4,small
assabet valley regional vocational technical,8010000,Suburban,94.2,2021,high,20494.56,16990.67064819380,high,92929.0,77041.22619202370,high,12.3,small
athol-royalston,6150000,Suburban,81.0,2021,low,16318.64,13528.69432993150,medium,67691.0,56118.0863042137,low,18.6,medium
attleboro,160000,Suburban,90.4,2021,medium,15329.28,12708.482043720100,medium,89550.0,74239.92301107000,high,17.1,medium
auburn,170000,Suburban,93.1,2021,high,15022.63,12454.259013107600,medium,80268.0,66544.83685374160,medium,16.2,small
avon,180000,Suburban,90.8,2021,high,18771.55,15562.23815520320,high,86036.0,71326.70034819,high,13.4,small
ayer shirley school district,6160000,Suburban,90.1,2021,medium,18363.89,15224.274481114000,high,72701.0,60271.54263347620,low,16.4,small
barnstable,200000,Urban,88.6,2021,medium,19121.39,15852.267129700100,high,85472.0,70859.12562369820,high,10.1,small
bedford,230000,Suburban,90.2,2021,medium,21372.7,17718.677861962000,high,102581.0,85043.05463314980,high,14.9,small
belchertown,240000,Rural,94.3,2021,high,15420.41,12784.031839186300,medium,75874.0,62902.06497534250,low,15.8,small
bellingham,250000,Suburban,86.4,2021,medium,19438.2,16114.913137619000,high,85213.0,70644.40602503970,high,16.4,small
belmont,260000,Suburban,87.7,2021,medium,17450.83,14467.317428020900,high,101061.0,83782.92416998040,high,18.9,medium
berkley,270000,Rural,92.3,2021,high,13446.47,11147.57004545690,low,77612.0,64342.92467599290,medium,12.7,small
berkshire hills,6180000,Rural,87.5,2021,medium,23998.57,19895.6112694112,high,83528.0,69247.48508396040,medium,10.9,small
berlin-boylston,6200000,Suburban,89.5,2021,medium,17386.56,14414.035464292,high,77040.0,63868.71768590540,medium,15.7,small
beverly,300000,Suburban,89.4,2021,medium,16081.38,13331.997913029100,medium,84765.0,70272.99915168450,high,16.4,small
billerica,310000,Suburban,87.5,2021,medium,19448.64,16123.56824422130,high,96126.0,79691.64533067680,high,13.2,small
blackstone valley regional vocational technical,8050000,Suburban,94.2,2021,high,21613.43,17918.25102406640,high,84520.0,70069.88601781840,medium,17.4,medium
blackstone-millville,6220000,Suburban,79.5,2021,low,15554.2,12894.948190941200,medium,82251.0,68188.80968825810,medium,14.6,small
blue hills regional vocational technical,8060000,Rural,96.3,2021,high,23816.35,19744.544839806800,high,96122.0,79688.32919787900,high,19.1,large
boston,350000,Urban,83.0,2021,low,26589.17,22043.3046759157,high,104813.0,86893.45673433030,high,16.2,small
bourne,360000,Suburban,87.8,2021,medium,20294.55,16824.855717971100,high,94325.0,78198.5565384609,high,15.2,small
boxford,380000,Suburban,88.2,2021,medium,21099.34,17492.05334655930,high,81847.0,67853.88027567890,medium,13.9,small
braintree,400000,Suburban,90.1,2021,medium,17464.59,14478.724924845400,high,90218.0,74793.71718830500,high,14.8,small
brewster,410000,Suburban,78.0,2021,low,25117.33,20823.100451631900,high,81648.0,67688.9026689876,medium,13.9,small
bridgewater-raynham,6250000,Rural,91.3,2021,high,14606.21,12109.03300819120,medium,92617.0,76782.56783379420,high,18.8,medium
brimfield,430000,Rural,88.9,2021,medium,19459.53,16132.59641576330,high,89414.0,74127.17449594430,high,18.5,medium
bristol county agricultural,9100000,Suburban,91.7,2021,high,21286.32,17647.065974193200,high,76115.0,63101.86197641080,low,18.7,medium
bristol-plymouth regional vocational technical,8100000,Suburban,95.0,2021,high,20069.67,16638.42273207800,high,94783.0,78578.25374381070,high,18.9,medium
brockton,440000,Rural,92.7,2021,high,17067.61,14149.615325326300,medium,102794.0,85219.63870463340,high,18.3,medium
brookfield,450000,Suburban,83.3,2021,low,16569.41,13736.590985358500,medium,72788.0,60343.6685218287,low,16.1,small
brookline,460000,Suburban,82.6,2021,low,25689.75,21297.655635663100,high,101158.0,83863.34039032740,high,14.5,small
burlington,480000,Urban,89.6,2021,medium,24192.14,20056.087225829400,high,99104.0,82160.50619864970,high,14.1,small
cambridge,490000,Suburban,85.0,2021,low,35113.7,29110.423055653900,high,96662.0,80136.00712558400,high,11.9,small
canton,500000,Suburban,91.8,2021,high,20012.55,16591.06835572520,high,93030.0,77124.95854516850,high,16.2,small
cape cod regional vocational technical,8150000,Rural,93.8,2021,high,25545.14,21177.76914469020,high,92887.0,77006.40679764660,high,13.3,small
carlisle,510000,Rural,91.4,2021,high,21430.06,17766.231206282600,high,110836.0,91886.72369463930,high,13.7,small
carver,520000,Rural,92.4,2021,high,17937.35,14870.658660219000,high,73358.0,60816.21744551730,low,10.5,small
central berkshire,6350000,Suburban,92.4,2021,high,17106.95,14182.229491392800,medium,80278.0,66553.12718573620,medium,15.3,small
chelmsford,560000,Suburban,91.2,2021,high,17193.1,14253.650701525700,medium,82957.0,68774.10712707240,medium,19.1,large
chelsea,570000,Rural,82.3,2021,low,18929.1,15692.852335777200,high,80108.0,66412.19154182910,medium,14.6,small
chesterfield-goshen,6320000,Suburban,92.9,2021,high,22270.34,18462.851223119500,high,79692.0,66067.31373085640,medium,15.1,small
chicopee,610000,Suburban,89.5,2021,medium,16977.06,14074.546369115800,medium,83343.0,69094.11394206150,medium,14.1,small
clarksburg,630000,Suburban,94.1,2021,high,16518.99,13694.79113144200,medium,77696.0,64412.56346474700,medium,16.1,small
clinton,640000,Suburban,87.7,2021,medium,16102.46,13349.473932873600,medium,74489.0,61753.85399409930,low,15.8,small
cohasset,650000,Suburban,86.8,2021,medium,20525.08,17015.972741441100,high,90946.0,75397.25335750720,high,16.3,small
concord,670000,Suburban,87.6,2021,medium,23268.92,19290.70719542990,high,108511.0,89959.22150590970,high,16.4,small
